District,Month,Total_Waste_Tons,PET_Tons,HDPE_Tons,PVC_Tons,LDPE_Tons,PP_Tons,PS_Tons
Pudukkottai,2019-06,2027.65,506.91,304.15,202.76,405.53,405.53,202.76
Pudukkottai,2019-07,2149.14,537.29,322.37,214.91,429.83,429.83,214.91
Pudukkottai,2019-08,1536.98,384.24,230.55,153.7,307.4,307.4,153.7
Pudukkottai,2019-09,2403.86,600.97,360.58,240.39,480.77,480.77,240.39
Pudukkottai,2019-10,1895.83,473.96,284.37,189.58,379.17,379.17,189.58
Pudukkottai,2019-11,2595.87,648.97,389.38,259.59,519.17,519.17,259.59
Pudukkottai,2019-12,1903.33,475.83,285.5,190.33,380.67,380.67,190.33
Pudukkottai,2020-01,2010.56,502.64,301.58,201.06,402.11,402.11,201.06
Pudukkottai,2020-02,2392.99,598.25,358.95,239.3,478.6,478.6,239.3
Pudukkottai,2020-03,2755.42,688.86,413.31,275.54,551.08,551.08,275.54
Pudukkottai,2020-04,2498.22,624.56,374.73,249.82,499.64,499.64,249.82
Pudukkottai,2020-05,2298.6,574.65,344.79,229.86,459.72,459.72,229.86
Pudukkottai,2020-06,2402.71,600.68,360.41,240.27,480.54,480.54,240.27
Pudukkottai,2020-07,1408.12,352.03,211.22,140.81,281.62,281.62,140.81
Pudukkottai,2020-08,1579.52,394.88,236.93,157.95,315.9,315.9,157.95
Pudukkottai,2020-09,1646.81,411.7,247.02,164.68,329.36,329.36,164.68
Pudukkottai,2020-10,2505.41,626.35,375.81,250.54,501.08,501.08,250.54
Pudukkottai,2020-11,2253.91,563.48,338.09,225.39,450.78,450.78,225.39
Pudukkottai,2020-12,2331.21,582.8,349.68,233.12,466.24,466.24,233.12
Pudukkottai,2021-01,2308.2,577.05,346.23,230.82,461.64,461.64,230.82
Pudukkottai,2021-02,1908.51,477.13,286.28,190.85,381.7,381.7,190.85
Pudukkottai,2021-03,2683.08,670.77,402.46,268.31,536.62,536.62,268.31
Pudukkottai,2021-04,1985.08,496.27,297.76,198.51,397.02,397.02,198.51
Pudukkottai,2021-05,1522.87,380.72,228.43,152.29,304.57,304.57,152.29
Pudukkottai,2021-06,1638.41,409.6,245.76,163.84,327.68,327.68,163.84
Pudukkottai,2021-07,1888.58,472.14,283.29,188.86,377.72,377.72,188.86
Pudukkottai,2021-08,2236.24,559.06,335.44,223.62,447.25,447.25,223.62
Pudukkottai,2021-09,2504.74,626.18,375.71,250.47,500.95,500.95,250.47
Pudukkottai,2021-10,1764.24,441.06,264.64,176.42,352.85,352.85,176.42
Pudukkottai,2021-11,2369.62,592.41,355.44,236.96,473.92,473.92,236.96
Pudukkottai,2021-12,2046.42,511.61,306.96,204.64,409.28,409.28,204.64
Pudukkottai,2022-01,2320.34,580.09,348.05,232.03,464.07,464.07,232.03
Pudukkottai,2022-02,1612.21,403.05,241.83,161.22,322.44,322.44,161.22
Pudukkottai,2022-03,1717.23,429.31,257.58,171.72,343.45,343.45,171.72
Pudukkottai,2022-04,1474.22,368.56,221.13,147.42,294.84,294.84,147.42
Pudukkottai,2022-05,1641.01,410.25,246.15,164.1,328.2,328.2,164.1
Pudukkottai,2022-06,1969.41,492.35,295.41,196.94,393.88,393.88,196.94
Pudukkottai,2022-07,2546.65,636.66,382.0,254.67,509.33,509.33,254.67
Pudukkottai,2022-08,2080.1,520.03,312.02,208.01,416.02,416.02,208.01
Pudukkottai,2022-09,1948.19,487.05,292.23,194.82,389.64,389.64,194.82
Pudukkottai,2022-10,2429.92,607.48,364.49,242.99,485.98,485.98,242.99
Pudukkottai,2022-11,2936.36,734.09,440.45,293.64,587.27,587.27,293.64
Pudukkottai,2022-12,1833.98,458.5,275.1,183.4,366.8,366.8,183.4
Pudukkottai,2023-01,2101.7,525.42,315.25,210.17,420.34,420.34,210.17
Pudukkottai,2023-02,1995.53,498.88,299.33,199.55,399.11,399.11,199.55
Pudukkottai,2023-03,2396.18,599.04,359.43,239.62,479.24,479.24,239.62
Pudukkottai,2023-04,2561.32,640.33,384.2,256.13,512.26,512.26,256.13
Pudukkottai,2023-05,2721.77,680.44,408.26,272.18,544.35,544.35,272.18
Pudukkottai,2023-06,1847.72,461.93,277.16,184.77,369.54,369.54,184.77
Pudukkottai,2023-07,1410.51,352.63,211.58,141.05,282.1,282.1,141.05
Pudukkottai,2023-08,1562.16,390.54,234.32,156.22,312.43,312.43,156.22
Pudukkottai,2023-09,2014.41,503.6,302.16,201.44,402.88,402.88,201.44
Pudukkottai,2023-10,3052.26,763.07,457.84,305.23,610.45,610.45,305.23
Pudukkottai,2023-11,2084.66,521.17,312.7,208.47,416.93,416.93,208.47
Pudukkottai,2023-12,2050.78,512.69,307.62,205.08,410.16,410.16,205.08
Pudukkottai,2024-01,2127.17,531.79,319.08,212.72,425.43,425.43,212.72
Pudukkottai,2024-02,2550.14,637.54,382.52,255.01,510.03,510.03,255.01
Pudukkottai,2024-03,2672.37,668.09,400.85,267.24,534.47,534.47,267.24
Pudukkottai,2024-04,1766.75,441.69,265.01,176.68,353.35,353.35,176.68
Pudukkottai,2024-05,2640.94,660.24,396.14,264.09,528.19,528.19,264.09
Pudukkottai,2024-06,1517.41,379.35,227.61,151.74,303.48,303.48,151.74
Pudukkottai,2024-07,1549.85,387.46,232.48,154.98,309.97,309.97,154.98
Pudukkottai,2024-08,2893.11,723.28,433.97,289.31,578.62,578.62,289.31
Pudukkottai,2024-09,2388.87,597.22,358.33,238.89,477.77,477.77,238.89
Pudukkottai,2024-10,1835.75,458.94,275.36,183.57,367.15,367.15,183.57
Pudukkottai,2024-11,1863.97,465.99,279.6,186.4,372.79,372.79,186.4
Pudukkottai,2024-12,2465.22,616.31,369.78,246.52,493.04,493.04,246.52
Ramanathapuram,2018-01,1385.06,346.26,207.76,138.51,277.01,277.01,138.51
Ramanathapuram,2018-02,1459.91,364.98,218.99,145.99,291.98,291.98,145.99
Ramanathapuram,2018-03,2214.06,553.51,332.11,221.41,442.81,442.81,221.41
Ramanathapuram,2018-04,1176.43,294.11,176.46,117.64,235.29,235.29,117.64
Ramanathapuram,2018-05,2048.96,512.24,307.34,204.9,409.79,409.79,204.9
Ramanathapuram,2018-06,1543.71,385.93,231.56,154.37,308.74,308.74,154.37
Ramanathapuram,2018-07,1500.33,375.08,225.05,150.03,300.07,300.07,150.03
Ramanathapuram,2018-08,1293.89,323.47,194.08,129.39,258.78,258.78,129.39
Ramanathapuram,2018-09,1705.76,426.44,255.86,170.58,341.15,341.15,170.58
Ramanathapuram,2018-10,1829.12,457.28,274.37,182.91,365.82,365.82,182.91
Ramanathapuram,2018-11,2019.29,504.82,302.89,201.93,403.86,403.86,201.93
Ramanathapuram,2018-12,1570.37,392.59,235.56,157.04,314.07,314.07,157.04
Ramanathapuram,2019-01,1896.34,474.08,284.45,189.63,379.27,379.27,189.63
Ramanathapuram,2019-02,1907.97,476.99,286.19,190.8,381.59,381.59,190.8
Ramanathapuram,2019-03,1601.55,400.39,240.23,160.16,320.31,320.31,160.16
Ramanathapuram,2019-04,1171.94,292.98,175.79,117.19,234.39,234.39,117.19
Ramanathapuram,2019-05,1159.76,289.94,173.96,115.98,231.95,231.95,115.98
Ramanathapuram,2019-06,1153.15,288.29,172.97,115.32,230.63,230.63,115.32
Ramanathapuram,2019-07,1848.65,462.16,277.3,184.87,369.73,369.73,184.87
Ramanathapuram,2019-08,1415.26,353.81,212.29,141.53,283.05,283.05,141.53
Ramanathapuram,2019-09,1810.52,452.63,271.58,181.05,362.1,362.1,181.05
Ramanathapuram,2019-10,2707.49,676.87,406.12,270.75,541.5,541.5,270.75
Ramanathapuram,2019-11,2619.91,654.98,392.99,261.99,523.98,523.98,261.99
Ramanathapuram,2019-12,1324.1,331.03,198.62,132.41,264.82,264.82,132.41
Ramanathapuram,2020-01,1244.61,311.15,186.69,124.46,248.92,248.92,124.46
Ramanathapuram,2020-02,1605.22,401.3,240.78,160.52,321.04,321.04,160.52
Ramanathapuram,2020-03,1888.02,472.0,283.2,188.8,377.6,377.6,188.8
Ramanathapuram,2020-04,1127.4,281.85,169.11,112.74,225.48,225.48,112.74
Ramanathapuram,2020-05,1406.36,351.59,210.95,140.64,281.27,281.27,140.64
Ramanathapuram,2020-06,1772.36,443.09,265.85,177.24,354.47,354.47,177.24
Ramanathapuram,2020-07,1511.33,377.83,226.7,151.13,302.27,302.27,151.13
Ramanathapuram,2020-08,1183.85,295.96,177.58,118.38,236.77,236.77,118.38
Ramanathapuram,2020-09,1623.43,405.86,243.51,162.34,324.69,324.69,162.34
Ramanathapuram,2020-10,1448.37,362.09,217.26,144.84,289.67,289.67,144.84
Ramanathapuram,2020-11,1834.35,458.59,275.15,183.44,366.87,366.87,183.44
Ramanathapuram,2020-12,2017.0,504.25,302.55,201.7,403.4,403.4,201.7
Ramanathapuram,2021-01,1651.02,412.76,247.65,165.1,330.2,330.2,165.1
Ramanathapuram,2021-02,1249.99,312.5,187.5,125.0,250.0,250.0,125.0
Ramanathapuram,2021-03,2010.97,502.74,301.65,201.1,402.19,402.19,201.1
Ramanathapuram,2021-04,1558.12,389.53,233.72,155.81,311.62,311.62,155.81
Ramanathapuram,2021-05,2317.81,579.45,347.67,231.78,463.56,463.56,231.78
Ramanathapuram,2021-06,1324.73,331.18,198.71,132.47,264.95,264.95,132.47
Ramanathapuram,2021-07,1426.25,356.56,213.94,142.62,285.25,285.25,142.62
Ramanathapuram,2021-08,1307.47,326.87,196.12,130.75,261.49,261.49,130.75
Ramanathapuram,2021-09,1410.77,352.69,211.62,141.08,282.15,282.15,141.08
Ramanathapuram,2021-10,1909.5,477.37,286.42,190.95,381.9,381.9,190.95
Ramanathapuram,2021-11,1421.65,355.41,213.25,142.17,284.33,284.33,142.17
Ramanathapuram,2021-12,1391.21,347.8,208.68,139.12,278.24,278.24,139.12
Ramanathapuram,2022-01,1641.26,410.31,246.19,164.13,328.25,328.25,164.13
Ramanathapuram,2022-02,1505.1,376.27,225.76,150.51,301.02,301.02,150.51
Ramanathapuram,2022-03,2143.37,535.84,321.51,214.34,428.67,428.67,214.34
Ramanathapuram,2022-04,1538.81,384.7,230.82,153.88,307.76,307.76,153.88
Ramanathapuram,2022-05,1852.09,463.02,277.81,185.21,370.42,370.42,185.21
Ramanathapuram,2022-06,1684.84,421.21,252.73,168.48,336.97,336.97,168.48
Ramanathapuram,2022-07,1557.66,389.41,233.65,155.77,311.53,311.53,155.77
Ramanathapuram,2022-08,1362.82,340.71,204.42,136.28,272.56,272.56,136.28
Ramanathapuram,2022-09,1269.02,317.26,190.35,126.9,253.8,253.8,126.9
Ramanathapuram,2022-10,2557.9,639.47,383.68,255.79,511.58,511.58,255.79
Ramanathapuram,2022-11,2544.42,636.11,381.66,254.44,508.88,508.88,254.44
Ramanathapuram,2022-12,1778.86,444.72,266.83,177.89,355.77,355.77,177.89
Ramanathapuram,2023-01,2374.9,593.72,356.23,237.49,474.98,474.98,237.49
Ramanathapuram,2023-02,1862.33,465.58,279.35,186.23,372.47,372.47,186.23
Ramanathapuram,2023-03,1607.26,401.82,241.09,160.73,321.45,321.45,160.73
Ramanathapuram,2023-04,1541.97,385.49,231.29,154.2,308.39,308.39,154.2
Ramanathapuram,2023-05,1404.22,351.06,210.63,140.42,280.84,280.84,140.42
Ramanathapuram,2023-06,1065.58,266.4,159.84,106.56,213.12,213.12,106.56
Ramanathapuram,2023-07,1137.65,284.41,170.65,113.76,227.53,227.53,113.76
Ramanathapuram,2023-08,1743.94,435.98,261.59,174.39,348.79,348.79,174.39
Ramanathapuram,2023-09,1429.71,357.43,214.46,142.97,285.94,285.94,142.97
Ramanathapuram,2023-10,2593.91,648.48,389.09,259.39,518.78,518.78,259.39
Ramanathapuram,2023-11,1994.3,498.57,299.14,199.43,398.86,398.86,199.43
Ramanathapuram,2023-12,2260.99,565.25,339.15,226.1,452.2,452.2,226.1
Ramanathapuram,2024-01,1494.29,373.57,224.14,149.43,298.86,298.86,149.43
Ramanathapuram,2024-02,1906.69,476.67,286.0,190.67,381.34,381.34,190.67
Ramanathapuram,2024-03,2294.41,573.6,344.16,229.44,458.88,458.88,229.44
Ramanathapuram,2024-04,2197.78,549.44,329.67,219.78,439.56,439.56,219.78
Ramanathapuram,2024-05,1260.86,315.21,189.13,126.09,252.17,252.17,126.09
Ramanathapuram,2024-06,1167.1,291.78,175.07,116.71,233.42,233.42,116.71
Ramanathapuram,2024-07,2005.06,501.26,300.76,200.51,401.01,401.01,200.51
Ramanathapuram,2024-08,2056.26,514.06,308.44,205.63,411.25,411.25,205.63
Ramanathapuram,2024-09,2275.42,568.86,341.31,227.54,455.08,455.08,227.54
Ramanathapuram,2024-10,2373.86,593.47,356.08,237.39,474.77,474.77,237.39
Ramanathapuram,2024-11,2458.66,614.67,368.8,245.87,491.73,491.73,245.87
Ramanathapuram,2024-12,1858.13,464.53,278.72,185.81,371.63,371.63,185.81
Ranipet,2018-01,2087.61,521.9,313.14,208.76,417.52,417.52,208.76
Ranipet,2018-02,960.14,240.04,144.02,96.01,192.03,192.03,96.01
Ranipet,2018-03,1468.81,367.2,220.32,146.88,293.76,293.76,146.88
Ranipet,2018-04,1799.08,449.77,269.86,179.91,359.82,359.82,179.91
Ranipet,2018-05,1570.12,392.53,235.52,157.01,314.02,314.02,157.01
Ranipet,2018-06,1123.45,280.86,168.52,112.34,224.69,224.69,112.34
Ranipet,2018-07,1276.37,319.09,191.46,127.64,255.27,255.27,127.64
Ranipet,2018-08,2003.28,500.82,300.49,200.33,400.66,400.66,200.33
Ranipet,2018-09,1239.02,309.75,185.85,123.9,247.8,247.8,123.9
Ranipet,2018-10,1607.47,401.87,241.12,160.75,321.49,321.49,160.75
Ranipet,2018-11,1969.91,492.48,295.49,196.99,393.98,393.98,196.99
Ranipet,2018-12,1601.63,400.41,240.24,160.16,320.33,320.33,160.16
Ranipet,2019-01,1899.16,474.79,284.87,189.92,379.83,379.83,189.92
Ranipet,2019-02,1365.65,341.41,204.85,136.56,273.13,273.13,136.56
Ranipet,2019-03,1620.11,405.03,243.02,162.01,324.02,324.02,162.01
Ranipet,2019-04,1485.98,371.49,222.9,148.6,297.2,297.2,148.6
Ranipet,2019-05,1466.92,366.73,220.04,146.69,293.38,293.38,146.69
Ranipet,2019-06,1046.39,261.6,156.96,104.64,209.28,209.28,104.64
Ranipet,2019-07,1330.57,332.64,199.59,133.06,266.11,266.11,133.06
Ranipet,2019-08,1772.73,443.18,265.91,177.27,354.55,354.55,177.27
Ranipet,2019-09,1683.82,420.96,252.57,168.38,336.76,336.76,168.38
Ranipet,2019-10,2401.76,600.44,360.26,240.18,480.35,480.35,240.18
Ranipet,2019-11,2071.83,517.96,310.77,207.18,414.37,414.37,207.18
Ranipet,2019-12,1768.96,442.24,265.34,176.9,353.79,353.79,176.9
Ranipet,2020-01,1250.28,312.57,187.54,125.03,250.06,250.06,125.03
Ranipet,2020-02,1431.77,357.94,214.77,143.18,286.35,286.35,143.18
Ranipet,2020-03,1323.97,330.99,198.6,132.4,264.79,264.79,132.4
Ranipet,2020-04,1273.49,318.37,191.02,127.35,254.7,254.7,127.35
Ranipet,2020-05,1636.18,409.05,245.43,163.62,327.24,327.24,163.62
Ranipet,2020-06,1235.98,308.99,185.4,123.6,247.2,247.2,123.6
Ranipet,2020-07,1514.24,378.56,227.14,151.42,302.85,302.85,151.42
Ranipet,2020-08,2098.68,524.67,314.8,209.87,419.74,419.74,209.87
Ranipet,2020-09,1137.13,284.28,170.57,113.71,227.43,227.43,113.71
Ranipet,2020-10,2186.2,546.55,327.93,218.62,437.24,437.24,218.62
Ranipet,2020-11,1325.73,331.43,198.86,132.57,265.15,265.15,132.57
Ranipet,2020-12,1746.48,436.62,261.97,174.65,349.3,349.3,174.65
Ranipet,2021-01,2161.89,540.47,324.28,216.19,432.38,432.38,216.19
Ranipet,2021-02,1270.47,317.62,190.57,127.05,254.09,254.09,127.05
Ranipet,2021-03,1172.41,293.1,175.86,117.24,234.48,234.48,117.24
Ranipet,2021-04,1748.83,437.21,262.32,174.88,349.77,349.77,174.88
Ranipet,2021-05,1299.57,324.89,194.93,129.96,259.91,259.91,129.96
Ranipet,2021-06,1474.99,368.75,221.25,147.5,295.0,295.0,147.5
Ranipet,2021-07,1563.85,390.96,234.58,156.38,312.77,312.77,156.38
Ranipet,2021-08,1310.97,327.74,196.65,131.1,262.19,262.19,131.1
Ranipet,2021-09,1199.49,299.87,179.92,119.95,239.9,239.9,119.95
Ranipet,2021-10,1594.52,398.63,239.18,159.45,318.9,318.9,159.45
Ranipet,2021-11,1894.47,473.62,284.17,189.45,378.89,378.89,189.45
Ranipet,2021-12,1336.75,334.19,200.51,133.67,267.35,267.35,133.67
Ranipet,2022-01,1644.12,411.03,246.62,164.41,328.82,328.82,164.41
Ranipet,2022-02,1016.19,254.05,152.43,101.62,203.24,203.24,101.62
Ranipet,2022-03,1464.09,366.02,219.61,146.41,292.82,292.82,146.41
Ranipet,2022-04,1392.29,348.07,208.84,139.23,278.46,278.46,139.23
Ranipet,2022-05,1471.47,367.87,220.72,147.15,294.29,294.29,147.15
Ranipet,2022-06,1063.5,265.87,159.52,106.35,212.7,212.7,106.35
Ranipet,2022-07,1234.51,308.63,185.18,123.45,246.9,246.9,123.45
Ranipet,2022-08,1323.25,330.81,198.49,132.32,264.65,264.65,132.32
Ranipet,2022-09,2104.11,526.03,315.62,210.41,420.82,420.82,210.41
Ranipet,2022-10,2477.47,619.37,371.62,247.75,495.49,495.49,247.75
Ranipet,2022-11,2064.79,516.2,309.72,206.48,412.96,412.96,206.48
Ranipet,2022-12,2151.54,537.89,322.73,215.15,430.31,430.31,215.15
Ranipet,2023-01,2055.84,513.96,308.38,205.58,411.17,411.17,205.58
Ranipet,2023-02,1362.41,340.6,204.36,136.24,272.48,272.48,136.24
Ranipet,2023-03,1752.82,438.2,262.92,175.28,350.56,350.56,175.28
Ranipet,2023-04,1529.32,382.33,229.4,152.93,305.86,305.86,152.93
Ranipet,2023-05,1628.18,407.04,244.23,162.82,325.64,325.64,162.82
Ranipet,2023-06,1876.34,469.08,281.45,187.63,375.27,375.27,187.63
Ranipet,2023-07,1089.4,272.35,163.41,108.94,217.88,217.88,108.94
Ranipet,2023-08,1465.62,366.4,219.84,146.56,293.12,293.12,146.56
Ranipet,2023-09,1914.01,478.5,287.1,191.4,382.8,382.8,191.4
Ranipet,2023-10,2299.09,574.77,344.86,229.91,459.82,459.82,229.91
Ranipet,2023-11,2090.6,522.65,313.59,209.06,418.12,418.12,209.06
Ranipet,2023-12,1503.86,375.96,225.58,150.39,300.77,300.77,150.39
Ranipet,2024-01,1832.63,458.16,274.9,183.26,366.53,366.53,183.26
Ranipet,2024-02,2005.01,501.25,300.75,200.5,401.0,401.0,200.5
Ranipet,2024-03,1203.44,300.86,180.52,120.34,240.69,240.69,120.34
Ranipet,2024-04,1852.0,463.0,277.8,185.2,370.4,370.4,185.2
Ranipet,2024-05,2014.11,503.53,302.12,201.41,402.82,402.82,201.41
Ranipet,2024-06,1010.07,252.52,151.51,101.01,202.01,202.01,101.01
Ranipet,2024-07,1849.02,462.26,277.35,184.9,369.8,369.8,184.9
Ranipet,2024-08,1542.77,385.69,231.42,154.28,308.55,308.55,154.28
Ranipet,2024-09,1816.97,454.24,272.55,181.7,363.39,363.39,181.7
Ranipet,2024-10,2677.05,669.26,401.56,267.7,535.41,535.41,267.7
Ranipet,2024-11,1609.67,402.42,241.45,160.97,321.93,321.93,160.97
Ranipet,2024-12,1205.5,301.37,180.82,120.55,241.1,241.1,120.55
Salem,2018-01,3114.89,778.72,467.23,311.49,622.98,622.98,311.49
Salem,2018-02,4740.58,1185.14,711.09,474.06,948.12,948.12,474.06
Salem,2018-03,4906.74,1226.69,736.01,490.67,981.35,981.35,490.67
Salem,2018-04,3791.38,947.84,568.71,379.14,758.28,758.28,379.14
Salem,2018-05,5144.4,1286.1,771.66,514.44,1028.88,1028.88,514.44
Salem,2018-06,3099.68,774.92,464.95,309.97,619.94,619.94,309.97
Salem,2018-07,3617.02,904.25,542.55,361.7,723.4,723.4,361.7
Salem,2018-08,4235.14,1058.79,635.27,423.51,847.03,847.03,423.51
Salem,2018-09,2838.1,709.53,425.72,283.81,567.62,567.62,283.81
Salem,2018-10,5807.62,1451.91,871.14,580.76,1161.52,1161.52,580.76
Salem,2018-11,4407.08,1101.77,661.06,440.71,881.42,881.42,440.71
Salem,2018-12,4932.53,1233.13,739.88,493.25,986.51,986.51,493.25
Salem,2019-01,3328.43,832.11,499.26,332.84,665.69,665.69,332.84
Salem,2019-02,4488.33,1122.08,673.25,448.83,897.67,897.67,448.83
Salem,2019-03,5707.39,1426.85,856.11,570.74,1141.48,1141.48,570.74
Salem,2019-04,5526.43,1381.61,828.96,552.64,1105.29,1105.29,552.64
Salem,2019-05,3990.72,997.68,598.61,399.07,798.14,798.14,399.07
Salem,2019-06,4001.59,1000.4,600.24,400.16,800.32,800.32,400.16
Salem,2019-07,4408.41,1102.1,661.26,440.84,881.68,881.68,440.84
Salem,2019-08,4593.37,1148.34,689.01,459.34,918.67,918.67,459.34
Salem,2019-09,2941.02,735.25,441.15,294.1,588.2,588.2,294.1
Salem,2019-10,5640.09,1410.02,846.01,564.01,1128.02,1128.02,564.01
Salem,2019-11,4045.08,1011.27,606.76,404.51,809.02,809.02,404.51
Salem,2019-12,5023.63,1255.91,753.54,502.36,1004.73,1004.73,502.36
Salem,2020-01,4914.64,1228.66,737.2,491.46,982.93,982.93,491.46
Salem,2020-02,3679.03,919.76,551.85,367.9,735.81,735.81,367.9
Salem,2020-03,5688.93,1422.23,853.34,568.89,1137.79,1137.79,568.89
Salem,2020-04,3283.63,820.91,492.54,328.36,656.73,656.73,328.36
Salem,2020-05,3124.47,781.12,468.67,312.45,624.89,624.89,312.45
Salem,2020-06,3154.04,788.51,473.11,315.4,630.81,630.81,315.4
Salem,2020-07,3617.31,904.33,542.6,361.73,723.46,723.46,361.73
Salem,2020-08,4537.22,1134.31,680.58,453.72,907.44,907.44,453.72
Salem,2020-09,5344.61,1336.15,801.69,534.46,1068.92,1068.92,534.46
Salem,2020-10,6406.1,1601.52,960.91,640.61,1281.22,1281.22,640.61
Salem,2020-11,4756.77,1189.19,713.52,475.68,951.35,951.35,475.68
Salem,2020-12,3122.3,780.57,468.34,312.23,624.46,624.46,312.23
Salem,2021-01,4338.15,1084.54,650.72,433.81,867.63,867.63,433.81
Salem,2021-02,4603.81,1150.95,690.57,460.38,920.76,920.76,460.38
Salem,2021-03,3577.57,894.39,536.64,357.76,715.51,715.51,357.76
Salem,2021-04,5406.17,1351.54,810.93,540.62,1081.23,1081.23,540.62
Salem,2021-05,3166.74,791.69,475.01,316.67,633.35,633.35,316.67
Salem,2021-06,4849.63,1212.41,727.44,484.96,969.93,969.93,484.96
Salem,2021-07,2814.43,703.61,422.16,281.44,562.89,562.89,281.44
Salem,2021-08,5230.06,1307.51,784.51,523.01,1046.01,1046.01,523.01
Salem,2021-09,3157.01,789.25,473.55,315.7,631.4,631.4,315.7
Salem,2021-10,4662.17,1165.54,699.33,466.22,932.43,932.43,466.22
Salem,2021-11,4890.32,1222.58,733.55,489.03,978.06,978.06,489.03
Salem,2021-12,3876.74,969.18,581.51,387.67,775.35,775.35,387.67
Salem,2022-01,5048.1,1262.03,757.22,504.81,1009.62,1009.62,504.81
Salem,2022-02,5185.94,1296.48,777.89,518.59,1037.19,1037.19,518.59
Salem,2022-03,3765.67,941.42,564.85,376.57,753.13,753.13,376.57
Salem,2022-04,3024.43,756.11,453.66,302.44,604.89,604.89,302.44
Salem,2022-05,3460.65,865.16,519.1,346.06,692.13,692.13,346.06
Salem,2022-06,4658.13,1164.53,698.72,465.81,931.63,931.63,465.81
Salem,2022-07,5264.91,1316.23,789.74,526.49,1052.98,1052.98,526.49
Salem,2022-08,3212.74,803.19,481.91,321.27,642.55,642.55,321.27
Salem,2022-09,5064.07,1266.02,759.61,506.41,1012.81,1012.81,506.41
Salem,2022-10,3681.82,920.45,552.27,368.18,736.36,736.36,368.18
Salem,2022-11,3972.86,993.21,595.93,397.29,794.57,794.57,397.29
Salem,2022-12,5825.2,1456.3,873.78,582.52,1165.04,1165.04,582.52
Salem,2023-01,4169.61,1042.4,625.44,416.96,833.92,833.92,416.96
Salem,2023-02,5029.86,1257.47,754.48,502.99,1005.97,1005.97,502.99
Salem,2023-03,4023.2,1005.8,603.48,402.32,804.64,804.64,402.32
Salem,2023-04,4934.82,1233.7,740.22,493.48,986.96,986.96,493.48
Salem,2023-05,4342.42,1085.6,651.36,434.24,868.48,868.48,434.24
Salem,2023-06,3375.84,843.96,506.38,337.58,675.17,675.17,337.58
Salem,2023-07,3998.05,999.51,599.71,399.81,799.61,799.61,399.81
Salem,2023-08,4334.22,1083.55,650.13,433.42,866.84,866.84,433.42
Salem,2023-09,5148.59,1287.15,772.29,514.86,1029.72,1029.72,514.86
Salem,2023-10,4802.68,1200.67,720.4,480.27,960.54,960.54,480.27
Salem,2023-11,4912.94,1228.23,736.94,491.29,982.59,982.59,491.29
Salem,2023-12,3344.74,836.18,501.71,334.47,668.95,668.95,334.47
Salem,2024-01,3151.53,787.88,472.73,315.15,630.31,630.31,315.15
Salem,2024-02,3530.67,882.67,529.6,353.07,706.13,706.13,353.07
Salem,2024-03,5514.87,1378.72,827.23,551.49,1102.97,1102.97,551.49
Salem,2024-04,4047.18,1011.79,607.08,404.72,809.44,809.44,404.72
Salem,2024-05,4812.67,1203.17,721.9,481.27,962.53,962.53,481.27
Salem,2024-06,4160.98,1040.25,624.15,416.1,832.2,832.2,416.1
Salem,2024-07,4161.15,1040.29,624.17,416.12,832.23,832.23,416.12
Salem,2024-08,4323.89,1080.97,648.58,432.39,864.78,864.78,432.39
Salem,2024-09,3228.12,807.03,484.22,322.81,645.62,645.62,322.81
Salem,2024-10,4918.42,1229.6,737.76,491.84,983.68,983.68,491.84
Salem,2024-11,5239.94,1309.99,785.99,523.99,1047.99,1047.99,523.99
Salem,2024-12,3758.82,939.71,563.82,375.88,751.76,751.76,375.88
Sivaganga,2018-01,1763.18,440.79,264.48,176.32,352.64,352.64,176.32
Sivaganga,2018-02,1450.03,362.51,217.5,145.0,290.01,290.01,145.0
Sivaganga,2018-03,1774.28,443.57,266.14,177.43,354.86,354.86,177.43
Sivaganga,2018-04,1617.1,404.28,242.57,161.71,323.42,323.42,161.71
Sivaganga,2018-05,1162.81,290.7,174.42,116.28,232.56,232.56,116.28
Sivaganga,2018-06,1801.39,450.35,270.21,180.14,360.28,360.28,180.14
Sivaganga,2018-07,1085.21,271.3,162.78,108.52,217.04,217.04,108.52
Sivaganga,2018-08,1698.61,424.65,254.79,169.86,339.72,339.72,169.86
Sivaganga,2018-09,1827.65,456.91,274.15,182.77,365.53,365.53,182.77
Sivaganga,2018-10,2591.05,647.76,388.66,259.11,518.21,518.21,259.11
Sivaganga,2018-11,2299.35,574.84,344.9,229.94,459.87,459.87,229.94
Sivaganga,2018-12,1829.97,457.49,274.5,183.0,365.99,365.99,183.0
Sivaganga,2019-01,1672.33,418.08,250.85,167.23,334.47,334.47,167.23
Sivaganga,2019-02,1592.95,398.24,238.94,159.29,318.59,318.59,159.29
Sivaganga,2019-03,1382.8,345.7,207.42,138.28,276.56,276.56,138.28
Sivaganga,2019-04,1226.42,306.6,183.96,122.64,245.28,245.28,122.64
Sivaganga,2019-05,1416.66,354.17,212.5,141.67,283.33,283.33,141.67
Sivaganga,2019-06,1706.86,426.72,256.03,170.69,341.37,341.37,170.69
Sivaganga,2019-07,1459.49,364.87,218.92,145.95,291.9,291.9,145.95
Sivaganga,2019-08,1994.32,498.58,299.15,199.43,398.86,398.86,199.43
Sivaganga,2019-09,2111.31,527.83,316.7,211.13,422.26,422.26,211.13
